circuit_name,Trilaciclib,Abemaciclib,Ribociclib,Palbociclib,Bumetanide,Nicorandil,Dalteparin,Andexanet alfa,Triflusal,Varenicline,Nicotine,Filgotinib,Ruxolitinib,Upadacitinib,Abrocitinib,Tofacitinib,Baricitinib,Levetiracetam,Ziconotide,Somatotropin,Pegvisomant,Lonapegsomatropin,Antithymocyte immunoglobulin (rabbit),Nintedanib,Pemigatinib,Futibatinib,Lenvatinib,Infigratinib,Erdafitinib,Sapropterin,Tasonermin,Dacomitinib,Lapatinib,Amivantamab,Panitumumab,Necitumumab,Foreskin keratinocyte (neonatal),Erlotinib,Gefitinib,Osimertinib,Mobocertinib,Afatinib,Neratinib,Cetuximab,Brigatinib,Thiamylal,Gliquidone,Levosimendan,Stiripentol,Nisoldipine,Nitrendipine,Gabapentin,Felodipine,Nilvadipine,Isradipine,Nicardipine,Pregabalin,Paclitaxel,Docetaxel,Bacitracin,Tebentafusp,Anthralin,Arbutin,Hydroquinone,Azelaic acid,Collagenase clostridium histolyticum,Belzutifan,Regorafenib,Dasatinib,Sutimlimab,Human C1-esterase inhibitor,Conestat alfa,Moxetumomab pasudotox,Methotrexate,Pemetrexed,Pitolisant,Betahistine,Histamine
p53 signaling pathway: IGFBP3,0.6112314330328759,0.6112314330328759,0.6112314330328759,0.6112314330328759,0.8651160774432968,1.0,0.7029786513629372,0.7029786513629372,0.8957400699995213,0.7415160452088957,0.7415160452088957,0.6627986745405938,0.6627986745405938,0.6627986745405938,0.6627986745405938,0.6627986745405938,0.6627986745405938,0.4900000717650528,0.4900000717650528,0.6194860952033108,0.6194860952033108,0.6194860952033108,0.7292301619385755,0.0,0.0,0.0,0.0,0.0,0.0,0.3976366582747495,0.4102631954025544,0.431368299014043,0.431368299014043,0.431368299014043,0.431368299014043,0.431368299014043,0.431368299014043,0.431368299014043,0.431368299014043,0.431368299014043,0.431368299014043,0.431368299014043,0.431368299014043,0.431368299014043,0.431368299014043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4201965054140301,0.0,0.0,0.0,0.493614782018035,0.2468073910090175,0.2468073910090175,0.0,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: RFWD2,0.6661675787896338,0.6661675787896338,0.6661675787896338,0.6661675787896338,0.6521594208650399,0.675384291759185,0.5143577510479381,0.5143577510479381,1.0,0.792211023120574,0.792211023120574,0.7587679215258907,0.7587679215258907,0.7587679215258907,0.7587679215258907,0.7587679215258907,0.7587679215258907,0.5942019654080437,0.5942019654080437,0.4311140244770876,0.4311140244770876,0.4311140244770876,0.3846246310827924,0.0,0.0,0.0,0.0,0.0,0.0,0.4333815239853923,0.0,0.3560422458893159,0.3560422458893159,0.3560422458893159,0.3560422458893159,0.3560422458893159,0.3560422458893159,0.3560422458893159,0.3560422458893159,0.3560422458893159,0.3560422458893159,0.3560422458893159,0.3560422458893159,0.3560422458893159,0.3560422458893159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cell cycle: RB1*,0.6103231015109958,0.6103231015109958,0.6103231015109958,0.6103231015109958,0.6345269089863339,1.0,0.0,0.0,0.0,0.0,0.0,0.4181566063055481,0.4181566063055481,0.4181566063055481,0.4181566063055481,0.4181566063055481,0.4181566063055481,0.3871191196943936,0.3871191196943936,0.3828535276857008,0.3828535276857008,0.3828535276857008,0.4363501614025388,0.412623189568586,0.412623189568586,0.412623189568586,0.412623189568586,0.412623189568586,0.412623189568586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4553074765720352,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: CDK2 CCNE1,0.4354980095293679,0.4354980095293679,0.4354980095293679,0.4354980095293679,0.5669061694917451,0.6246991559744508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4647179360330604,0.4647179360330604,0.4647179360330604,0.4647179360330604,0.4647179360330604,0.4647179360330604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: GTSE1,1.0,1.0,1.0,1.0,0.5705676874653834,0.9456080167474628,0.2747947544308213,0.2747947544308213,0.4322654756647475,0.4034006605402988,0.4034006605402988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3244242158649862,0.4334009685556007,0.4334009685556007,0.4334009685556007,0.4334009685556007,0.4334009685556007,0.4334009685556007,0.2496260991011505,0.2370265147418173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298732468463326,0.5298732468463326,0.5298732468463326,0.0,0.3765514564860364,0.3765514564860364,0.3765514564860364,0.3765514564860364,0.3765514564860364,0.3765514564860364,0.3765514564860364,0.3765514564860364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3983914000778533,0.3983914000778533,0.0,0.0,0.0
p53 signaling pathway: PMAIP1,1.0,1.0,1.0,1.0,0.7838272966033327,0.8900074432030044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3230860065323972,0.3230860065323972,0.3230860065323972,0.4971980011440804,0.7616810248663697,0.7616810248663697,0.7616810248663697,0.7616810248663697,0.7616810248663697,0.7616810248663697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4469957455225756,0.4469957455225756,0.4469957455225756,0.3575567251532145,0.4690732646686169,0.4690732646686169,0.4690732646686169,0.4690732646686169,0.4690732646686169,0.4690732646686169,0.4690732646686169,0.4690732646686169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3274132566070099,0.3274132566070099,0.0,0.0,0.0
p53 signaling pathway: TP73,0.0,0.0,0.0,0.0,0.4370674835766155,0.8636568835155387,0.2764744487859737,0.2764744487859737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7514412075541879,0.7514412075541879,0.7514412075541879,0.7514412075541879,0.7514412075541879,0.7514412075541879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3411385997642566,0.3411385997642566,0.3411385997642566,0.3820287429395093,0.4178045232096856,0.4178045232096856,0.4178045232096856,0.4178045232096856,0.4178045232096856,0.4178045232096856,0.4178045232096856,0.4178045232096856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: SERPINB5,0.5444622652629754,0.5444622652629754,0.5444622652629754,0.5444622652629754,0.4862332452402352,0.9769466975748852,0.0,0.0,0.5687031236350478,0.6450550144285604,0.6450550144285604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9579218591615422,0.9579218591615422,0.9579218591615422,0.9579218591615422,0.9579218591615422,0.9579218591615422,0.0,0.0,0.3459444726491918,0.3459444726491918,0.3459444726491918,0.3459444726491918,0.3459444726491918,0.3459444726491918,0.3459444726491918,0.3459444726491918,0.3459444726491918,0.3459444726491918,0.3459444726491918,0.3459444726491918,0.3459444726491918,0.3459444726491918,0.4554192435573852,0.4554192435573852,0.4554192435573852,0.4883343851046655,0.5200721550136924,0.5200721550136924,0.5200721550136924,0.5200721550136924,0.5200721550136924,0.5200721550136924,0.5200721550136924,0.5200721550136924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melanogenesis: MITF*,0.4651263739024346,0.4651263739024346,0.4651263739024346,0.4651263739024346,0.6015460690750264,1.0,0.2670769611280763,0.2670769611280763,0.2611493179964682,0.3202085759194018,0.3202085759194018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000933916259681,0.3000933916259681,0.3000933916259681,0.9509550774470203,0.5096592949637225,0.5096592949637225,0.5096592949637225,0.5096592949637225,0.5096592949637225,0.5096592949637225,0.0,0.0,0.3589799296279193,0.3589799296279193,0.3589799296279193,0.3589799296279193,0.3589799296279193,0.3589799296279193,0.3589799296279193,0.3589799296279193,0.3589799296279193,0.3589799296279193,0.3589799296279193,0.3589799296279193,0.3589799296279193,0.3589799296279193,0.5546750269261959,0.5546750269261959,0.5546750269261959,0.0,0.4732630255071697,0.4732630255071697,0.4732630255071697,0.4732630255071697,0.4732630255071697,0.4732630255071697,0.4732630255071697,0.4732630255071697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2669107212664539,0.3239418681564983,0.3239418681564983,0.39358219499225,0.196791097496125,0.196791097496125,0.2708840370030117,0.0,0.0,0.0,0.0,0.0
Melanogenesis: TYR*,0.4048599433354824,0.4048599433354824,0.4048599433354824,0.4048599433354824,0.4714059593188339,0.6529669863666486,0.0,0.0,0.5169188455444216,0.487662350201277,0.487662350201277,0.5824832397600955,0.5824832397600955,0.5824832397600955,0.5824832397600955,0.5824832397600955,0.5824832397600955,0.0,0.0,0.0,0.0,0.0,1.0,0.898933713638666,0.898933713638666,0.898933713638666,0.898933713638666,0.898933713638666,0.898933713638666,0.3850185460002357,0.0,0.3091839648981417,0.3091839648981417,0.3091839648981417,0.3091839648981417,0.3091839648981417,0.3091839648981417,0.3091839648981417,0.3091839648981417,0.3091839648981417,0.3091839648981417,0.3091839648981417,0.3091839648981417,0.3091839648981417,0.3091839648981417,0.0,0.0,0.0,0.5233981401636455,0.3374782021837973,0.3374782021837973,0.3374782021837973,0.3374782021837973,0.3374782021837973,0.3374782021837973,0.3374782021837973,0.3374782021837973,0.3423426145437441,0.3423426145437441,0.6796722641222901,0.6217483370609722,0.6605041092942632,0.6695528997711762,0.6695528997711762,0.6695528997711762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melanogenesis: TYRP1,0.0,0.0,0.0,0.0,0.0,0.624600299006415,0.0,0.0,0.0,0.8328149491151958,0.8328149491151958,0.7477359622522453,0.7477359622522453,0.7477359622522453,0.7477359622522453,0.7477359622522453,0.7477359622522453,0.0,0.0,0.0,0.0,0.0,0.6017911572337796,1.0,1.0,1.0,1.0,1.0,1.0,0.6096761246647976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5837583848374992,0.5837583848374992,0.7087299446136401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
